fidelity,pulse_duration
0.4708237946033478,32.9233283996582
0.4933921992778778,32.91641616821289
0.526866614818573,32.90547180175781
0.5486401319503784,32.90134048461914
0.5952319502830505,32.897945404052734
0.6013261675834656,32.899227142333984
0.6011674404144287,32.907623291015625
0.6351826786994934,32.91279220581055
0.6026949882507324,32.910797119140625
0.6654652953147888,32.90864562988281
0.6787152886390686,32.90755081176758
0.6915777921676636,32.90763473510742
0.6884118318557739,32.91067886352539
0.7304242253303528,32.91249084472656
0.7228946089744568,32.909481048583984
0.6929309368133545,32.904537200927734
0.6886816024780273,32.90310287475586
0.6882603764533997,32.9061279296875
0.7013925313949585,32.91096115112305
0.7153282165527344,32.91291809082031
0.7184925675392151,32.912723541259766
0.7204729318618774,32.91434097290039
0.7285457849502563,32.91325759887695
0.7035301327705383,32.90791320800781
0.7299433946609497,32.90566635131836
0.7437397837638855,32.901851654052734
0.745905876159668,32.89321517944336
0.7524703741073608,32.885616302490234
0.7410225868225098,32.879581451416016
0.7417140007019043,32.87331771850586
0.7262704968452454,32.858463287353516
0.7428264617919922,32.84549331665039
0.7535346746444702,32.832183837890625
0.7497657537460327,32.81843566894531
0.7746455669403076,32.80636978149414
0.7779925465583801,32.79744338989258
0.7811986207962036,32.78904724121094
0.776304304599762,32.775455474853516
0.7661145329475403,32.763240814208984
0.7874422669410706,32.75779342651367
0.7889155149459839,32.7474365234375
0.7724672555923462,32.735897064208984
0.7493889927864075,32.72886276245117
0.7831473350524902,32.719085693359375
0.7838719487190247,32.709720611572266
0.7830840349197388,32.7054328918457
0.7717941403388977,32.69773864746094
0.8103548288345337,32.68708419799805
0.7956125140190125,32.6738395690918
0.7744457721710205,32.65976333618164
0.7771958708763123,32.64650344848633
0.7835535407066345,32.63511276245117
0.8027576208114624,32.62895202636719
0.7964270710945129,32.62332534790039
0.7805435061454773,32.61227798461914
0.8103846907615662,32.595638275146484
0.8081321120262146,32.58169937133789
0.7888952493667603,32.568416595458984
0.8259317874908447,32.55497741699219
0.8116598129272461,32.537593841552734
0.8166802525520325,32.530147552490234
0.8097807765007019,32.52284622192383
0.7993685007095337,32.518856048583984
0.7775067090988159,32.511295318603516
0.8293914794921875,32.50638198852539
0.8286548852920532,32.50374221801758
0.7926967144012451,32.50364685058594
0.8069079518318176,32.5053596496582
0.7943995594978333,32.508209228515625
0.7957815527915955,32.51097106933594
0.8168226480484009,32.50754165649414
0.8077539205551147,32.50339889526367
0.7984486222267151,32.499263763427734
0.8109071254730225,32.49489974975586
0.8088760375976562,32.49056625366211
0.8053503036499023,32.4885139465332
0.8278056383132935,32.49557113647461
0.8295923471450806,32.4935417175293
0.8020803332328796,32.48862075805664
0.8054735064506531,32.485015869140625
0.8264358639717102,32.48408889770508
0.8080694079399109,32.483699798583984
0.8323122262954712,32.48454284667969
0.802028238773346,32.487518310546875
0.8160713911056519,32.49209976196289
0.8211649656295776,32.495235443115234
0.8228595852851868,32.508548736572266
0.8411178588867188,32.52273178100586
0.8165206909179688,32.53520584106445
0.8254976272583008,32.546634674072266
0.8155786991119385,32.55842971801758
0.8086810111999512,32.56906509399414
0.8225758671760559,32.574459075927734
0.807750403881073,32.57820510864258
0.8216433525085449,32.59397888183594
0.815295398235321,32.61381912231445
0.8259440660476685,32.62602615356445
0.8160287737846375,32.63943099975586
